Product Name,Region,Ship Mode,Factory,Orders,Units,Sales,Gross_Profit,Cost,Current Lead Time,Scenario Factory,Is_Current,Scenario Lead Time,Profit_Margin,Lead Time Reduction,Lead Time Reduction %,Speed_Score,Profit_Safety_Score,Speed_Normalized,Profit_Normalized,Optimization Score,Confidence_Score,Scenario Confidence,Risk
Lickable Wallpaper,Atlantic,Same Day,Lot's O' Nuts,2,7,140.0,70.0,70.0,1.0,Lot's O' Nuts,False,0.9,0.49,0.09999999999999998,9.999999999999998,0.4999999999999999,0.6004901960784313,0.4999999999999999,0.6004901960784313,0.5502450980392156,0.5502450980392156,Medium,Medium
Lickable Wallpaper,Atlantic,Same Day,Secret Factory,2,7,140.0,70.0,70.0,1.0,Secret Factory,False,0.8,0.48,0.19999999999999996,19.999999999999996,0.9999999999999998,0.588235294117647,0.9999999999999998,0.588235294117647,0.7941176470588234,0.7941176470588234,High,Low
Lickable Wallpaper,Atlantic,Same Day,Sugar Shack,2,7,140.0,70.0,70.0,1.0,Sugar Shack,False,0.95,0.5,0.050000000000000044,5.000000000000004,0.2500000000000002,0.6127450980392156,0.2500000000000002,0.6127450980392156,0.4313725490196079,0.4313725490196079,Low,High
Lickable Wallpaper,Atlantic,Same Day,The Other Factory,2,7,140.0,70.0,70.0,1.0,The Other Factory,False,1.05,0.51,-0.050000000000000044,-5.000000000000004,-0.2500000000000002,0.625,0.0,0.625,0.3125,0.3125,Low,High
Lickable Wallpaper,Atlantic,Same Day,Wicked Choccy's,2,7,140.0,70.0,70.0,1.0,Wicked Choccy's,False,0.85,0.485,0.15000000000000002,15.000000000000002,0.7500000000000001,0.5943627450980391,0.7500000000000001,0.5943627450980391,0.6721813725490196,0.6721813725490196,Medium,Medium
Lickable Wallpaper,Atlantic,Second Class,Lot's O' Nuts,5,21,420.0,210.0,210.0,3.0,Lot's O' Nuts,False,2.7,0.49,0.2999999999999998,9.999999999999993,0.49999999999999967,0.6004901960784313,0.49999999999999967,0.6004901960784313,0.5502450980392155,0.5502450980392155,Medium,Medium
Lickable Wallpaper,Atlantic,Second Class,Secret Factory,5,21,420.0,210.0,210.0,3.0,Secret Factory,False,2.4000000000000004,0.48,0.5999999999999996,19.999999999999986,0.9999999999999993,0.588235294117647,0.9999999999999993,0.588235294117647,0.7941176470588232,0.7941176470588232,High,Low
Lickable Wallpaper,Atlantic,Second Class,Sugar Shack,5,21,420.0,210.0,210.0,3.0,Sugar Shack,False,2.8499999999999996,0.5,0.15000000000000036,5.000000000000012,0.2500000000000006,0.6127450980392156,0.2500000000000006,0.6127450980392156,0.4313725490196081,0.4313725490196081,Low,High
Lickable Wallpaper,Atlantic,Second Class,The Other Factory,5,21,420.0,210.0,210.0,3.0,The Other Factory,False,3.1500000000000004,0.51,-0.15000000000000036,-5.000000000000012,-0.2500000000000006,0.625,0.0,0.625,0.3125,0.3125,Low,High
Lickable Wallpaper,Atlantic,Second Class,Wicked Choccy's,5,21,420.0,210.0,210.0,3.0,Wicked Choccy's,False,2.55,0.485,0.4500000000000002,15.000000000000005,0.7500000000000002,0.5943627450980391,0.7500000000000002,0.5943627450980391,0.6721813725490197,0.6721813725490197,Medium,Medium
Lickable Wallpaper,Atlantic,Standard Class,Lot's O' Nuts,18,76,1520.0,760.0,760.0,5.0,Lot's O' Nuts,False,4.5,0.49,0.5,10.0,0.5,0.6004901960784313,0.5,0.6004901960784313,0.5502450980392157,0.5502450980392157,Medium,Medium
Lickable Wallpaper,Atlantic,Standard Class,Secret Factory,18,76,1520.0,760.0,760.0,5.0,Secret Factory,False,4.0,0.48,1.0,20.0,1.0,0.588235294117647,1.0,0.588235294117647,0.7941176470588235,0.7941176470588235,High,Low
Lickable Wallpaper,Atlantic,Standard Class,Sugar Shack,18,76,1520.0,760.0,760.0,5.0,Sugar Shack,False,4.75,0.5,0.25,5.0,0.25,0.6127450980392156,0.25,0.6127450980392156,0.4313725490196078,0.4313725490196078,Low,High
Lickable Wallpaper,Atlantic,Standard Class,The Other Factory,18,76,1520.0,760.0,760.0,5.0,The Other Factory,False,5.25,0.51,-0.25,-5.0,-0.25,0.625,0.0,0.625,0.3125,0.3125,Low,High
Lickable Wallpaper,Atlantic,Standard Class,Wicked Choccy's,18,76,1520.0,760.0,760.0,5.0,Wicked Choccy's,False,4.25,0.485,0.75,15.0,0.75,0.5943627450980391,0.75,0.5943627450980391,0.6721813725490196,0.6721813725490196,Medium,Medium
Lickable Wallpaper,Gulf,First Class,Lot's O' Nuts,1,4,80.0,40.0,40.0,2.0,Lot's O' Nuts,False,1.8,0.49,0.19999999999999996,9.999999999999998,0.4999999999999999,0.6004901960784313,0.4999999999999999,0.6004901960784313,0.5502450980392156,0.5502450980392156,Medium,Medium
Lickable Wallpaper,Gulf,First Class,Secret Factory,1,4,80.0,40.0,40.0,2.0,Secret Factory,False,1.6,0.48,0.3999999999999999,19.999999999999996,0.9999999999999998,0.588235294117647,0.9999999999999998,0.588235294117647,0.7941176470588234,0.7941176470588234,High,Low
Lickable Wallpaper,Gulf,First Class,Sugar Shack,1,4,80.0,40.0,40.0,2.0,Sugar Shack,False,1.9,0.5,0.10000000000000009,5.000000000000004,0.2500000000000002,0.6127450980392156,0.2500000000000002,0.6127450980392156,0.4313725490196079,0.4313725490196079,Low,High
Lickable Wallpaper,Gulf,First Class,The Other Factory,1,4,80.0,40.0,40.0,2.0,The Other Factory,False,2.1,0.51,-0.10000000000000009,-5.000000000000004,-0.2500000000000002,0.625,0.0,0.625,0.3125,0.3125,Low,High
Lickable Wallpaper,Gulf,First Class,Wicked Choccy's,1,4,80.0,40.0,40.0,2.0,Wicked Choccy's,False,1.7,0.485,0.30000000000000004,15.000000000000002,0.7500000000000001,0.5943627450980391,0.7500000000000001,0.5943627450980391,0.6721813725490196,0.6721813725490196,Medium,Medium
Lickable Wallpaper,Gulf,Second Class,Lot's O' Nuts,3,9,180.0,90.0,90.0,3.0,Lot's O' Nuts,False,2.7,0.49,0.2999999999999998,9.999999999999993,0.49999999999999967,0.6004901960784313,0.49999999999999967,0.6004901960784313,0.5502450980392155,0.5502450980392155,Medium,Medium
Lickable Wallpaper,Gulf,Second Class,Secret Factory,3,9,180.0,90.0,90.0,3.0,Secret Factory,False,2.4000000000000004,0.48,0.5999999999999996,19.999999999999986,0.9999999999999993,0.588235294117647,0.9999999999999993,0.588235294117647,0.7941176470588232,0.7941176470588232,High,Low
Lickable Wallpaper,Gulf,Second Class,Sugar Shack,3,9,180.0,90.0,90.0,3.0,Sugar Shack,False,2.8499999999999996,0.5,0.15000000000000036,5.000000000000012,0.2500000000000006,0.6127450980392156,0.2500000000000006,0.6127450980392156,0.4313725490196081,0.4313725490196081,Low,High
Lickable Wallpaper,Gulf,Second Class,The Other Factory,3,9,180.0,90.0,90.0,3.0,The Other Factory,False,3.1500000000000004,0.51,-0.15000000000000036,-5.000000000000012,-0.2500000000000006,0.625,0.0,0.625,0.3125,0.3125,Low,High
Lickable Wallpaper,Gulf,Second Class,Wicked Choccy's,3,9,180.0,90.0,90.0,3.0,Wicked Choccy's,False,2.55,0.485,0.4500000000000002,15.000000000000005,0.7500000000000002,0.5943627450980391,0.7500000000000002,0.5943627450980391,0.6721813725490197,0.6721813725490197,Medium,Medium
Lickable Wallpaper,Gulf,Standard Class,Lot's O' Nuts,5,24,480.0,240.0,240.0,5.0,Lot's O' Nuts,False,4.5,0.49,0.5,10.0,0.5,0.6004901960784313,0.5,0.6004901960784313,0.5502450980392157,0.5502450980392157,Medium,Medium
Lickable Wallpaper,Gulf,Standard Class,Secret Factory,5,24,480.0,240.0,240.0,5.0,Secret Factory,False,4.0,0.48,1.0,20.0,1.0,0.588235294117647,1.0,0.588235294117647,0.7941176470588235,0.7941176470588235,High,Low
Lickable Wallpaper,Gulf,Standard Class,Sugar Shack,5,24,480.0,240.0,240.0,5.0,Sugar Shack,False,4.75,0.5,0.25,5.0,0.25,0.6127450980392156,0.25,0.6127450980392156,0.4313725490196078,0.4313725490196078,Low,High
Lickable Wallpaper,Gulf,Standard Class,The Other Factory,5,24,480.0,240.0,240.0,5.0,The Other Factory,False,5.25,0.51,-0.25,-5.0,-0.25,0.625,0.0,0.625,0.3125,0.3125,Low,High
Lickable Wallpaper,Gulf,Standard Class,Wicked Choccy's,5,24,480.0,240.0,240.0,5.0,Wicked Choccy's,False,4.25,0.485,0.75,15.0,0.75,0.5943627450980391,0.75,0.5943627450980391,0.6721813725490196,0.6721813725490196,Medium,Medium
Lickable Wallpaper,Interior,First Class,Lot's O' Nuts,1,9,180.0,90.0,90.0,2.0,Lot's O' Nuts,False,1.8,0.49,0.19999999999999996,9.999999999999998,0.4999999999999999,0.6004901960784313,0.4999999999999999,0.6004901960784313,0.5502450980392156,0.5502450980392156,Medium,Medium
Lickable Wallpaper,Interior,First Class,Secret Factory,1,9,180.0,90.0,90.0,2.0,Secret Factory,False,1.6,0.48,0.3999999999999999,19.999999999999996,0.9999999999999998,0.588235294117647,0.9999999999999998,0.588235294117647,0.7941176470588234,0.7941176470588234,High,Low
Lickable Wallpaper,Interior,First Class,Sugar Shack,1,9,180.0,90.0,90.0,2.0,Sugar Shack,False,1.9,0.5,0.10000000000000009,5.000000000000004,0.2500000000000002,0.6127450980392156,0.2500000000000002,0.6127450980392156,0.4313725490196079,0.4313725490196079,Low,High
Lickable Wallpaper,Interior,First Class,The Other Factory,1,9,180.0,90.0,90.0,2.0,The Other Factory,False,2.1,0.51,-0.10000000000000009,-5.000000000000004,-0.2500000000000002,0.625,0.0,0.625,0.3125,0.3125,Low,High
Lickable Wallpaper,Interior,First Class,Wicked Choccy's,1,9,180.0,90.0,90.0,2.0,Wicked Choccy's,False,1.7,0.485,0.30000000000000004,15.000000000000002,0.7500000000000001,0.5943627450980391,0.7500000000000001,0.5943627450980391,0.6721813725490196,0.6721813725490196,Medium,Medium
Lickable Wallpaper,Interior,Same Day,Lot's O' Nuts,1,4,80.0,40.0,40.0,1.0,Lot's O' Nuts,False,0.9,0.49,0.09999999999999998,9.999999999999998,0.4999999999999999,0.6004901960784313,0.4999999999999999,0.6004901960784313,0.5502450980392156,0.5502450980392156,Medium,Medium
Lickable Wallpaper,Interior,Same Day,Secret Factory,1,4,80.0,40.0,40.0,1.0,Secret Factory,False,0.8,0.48,0.19999999999999996,19.999999999999996,0.9999999999999998,0.588235294117647,0.9999999999999998,0.588235294117647,0.7941176470588234,0.7941176470588234,High,Low
Lickable Wallpaper,Interior,Same Day,Sugar Shack,1,4,80.0,40.0,40.0,1.0,Sugar Shack,False,0.95,0.5,0.050000000000000044,5.000000000000004,0.2500000000000002,0.6127450980392156,0.2500000000000002,0.6127450980392156,0.4313725490196079,0.4313725490196079,Low,High
Lickable Wallpaper,Interior,Same Day,The Other Factory,1,4,80.0,40.0,40.0,1.0,The Other Factory,False,1.05,0.51,-0.050000000000000044,-5.000000000000004,-0.2500000000000002,0.625,0.0,0.625,0.3125,0.3125,Low,High
Lickable Wallpaper,Interior,Same Day,Wicked Choccy's,1,4,80.0,40.0,40.0,1.0,Wicked Choccy's,False,0.85,0.485,0.15000000000000002,15.000000000000002,0.7500000000000001,0.5943627450980391,0.7500000000000001,0.5943627450980391,0.6721813725490196,0.6721813725490196,Medium,Medium
Lickable Wallpaper,Interior,Second Class,Lot's O' Nuts,5,28,560.0,280.0,280.0,3.0,Lot's O' Nuts,False,2.7,0.49,0.2999999999999998,9.999999999999993,0.49999999999999967,0.6004901960784313,0.49999999999999967,0.6004901960784313,0.5502450980392155,0.5502450980392155,Medium,Medium
Lickable Wallpaper,Interior,Second Class,Secret Factory,5,28,560.0,280.0,280.0,3.0,Secret Factory,False,2.4000000000000004,0.48,0.5999999999999996,19.999999999999986,0.9999999999999993,0.588235294117647,0.9999999999999993,0.588235294117647,0.7941176470588232,0.7941176470588232,High,Low
Lickable Wallpaper,Interior,Second Class,Sugar Shack,5,28,560.0,280.0,280.0,3.0,Sugar Shack,False,2.8499999999999996,0.5,0.15000000000000036,5.000000000000012,0.2500000000000006,0.6127450980392156,0.2500000000000006,0.6127450980392156,0.4313725490196081,0.4313725490196081,Low,High
Lickable Wallpaper,Interior,Second Class,The Other Factory,5,28,560.0,280.0,280.0,3.0,The Other Factory,False,3.1500000000000004,0.51,-0.15000000000000036,-5.000000000000012,-0.2500000000000006,0.625,0.0,0.625,0.3125,0.3125,Low,High
Lickable Wallpaper,Interior,Second Class,Wicked Choccy's,5,28,560.0,280.0,280.0,3.0,Wicked Choccy's,False,2.55,0.485,0.4500000000000002,15.000000000000005,0.7500000000000002,0.5943627450980391,0.7500000000000002,0.5943627450980391,0.6721813725490197,0.6721813725490197,Medium,Medium
Lickable Wallpaper,Interior,Standard Class,Lot's O' Nuts,8,30,600.0,300.0,300.0,5.0,Lot's O' Nuts,False,4.5,0.49,0.5,10.0,0.5,0.6004901960784313,0.5,0.6004901960784313,0.5502450980392157,0.5502450980392157,Medium,Medium
Lickable Wallpaper,Interior,Standard Class,Secret Factory,8,30,600.0,300.0,300.0,5.0,Secret Factory,False,4.0,0.48,1.0,20.0,1.0,0.588235294117647,1.0,0.588235294117647,0.7941176470588235,0.7941176470588235,High,Low
Lickable Wallpaper,Interior,Standard Class,Sugar Shack,8,30,600.0,300.0,300.0,5.0,Sugar Shack,False,4.75,0.5,0.25,5.0,0.25,0.6127450980392156,0.25,0.6127450980392156,0.4313725490196078,0.4313725490196078,Low,High
Lickable Wallpaper,Interior,Standard Class,The Other Factory,8,30,600.0,300.0,300.0,5.0,The Other Factory,False,5.25,0.51,-0.25,-5.0,-0.25,0.625,0.0,0.625,0.3125,0.3125,Low,High
Lickable Wallpaper,Interior,Standard Class,Wicked Choccy's,8,30,600.0,300.0,300.0,5.0,Wicked Choccy's,False,4.25,0.485,0.75,15.0,0.75,0.5943627450980391,0.75,0.5943627450980391,0.6721813725490196,0.6721813725490196,Medium,Medium
Lickable Wallpaper,Pacific,First Class,Lot's O' Nuts,8,31,620.0,310.0,310.0,2.0,Lot's O' Nuts,False,1.8,0.49,0.19999999999999996,9.999999999999998,0.4999999999999999,0.6004901960784313,0.4999999999999999,0.6004901960784313,0.5502450980392156,0.5502450980392156,Medium,Medium
Lickable Wallpaper,Pacific,First Class,Secret Factory,8,31,620.0,310.0,310.0,2.0,Secret Factory,False,1.6,0.48,0.3999999999999999,19.999999999999996,0.9999999999999998,0.588235294117647,0.9999999999999998,0.588235294117647,0.7941176470588234,0.7941176470588234,High,Low
Lickable Wallpaper,Pacific,First Class,Sugar Shack,8,31,620.0,310.0,310.0,2.0,Sugar Shack,False,1.9,0.5,0.10000000000000009,5.000000000000004,0.2500000000000002,0.6127450980392156,0.2500000000000002,0.6127450980392156,0.4313725490196079,0.4313725490196079,Low,High
Lickable Wallpaper,Pacific,First Class,The Other Factory,8,31,620.0,310.0,310.0,2.0,The Other Factory,False,2.1,0.51,-0.10000000000000009,-5.000000000000004,-0.2500000000000002,0.625,0.0,0.625,0.3125,0.3125,Low,High
Lickable Wallpaper,Pacific,First Class,Wicked Choccy's,8,31,620.0,310.0,310.0,2.0,Wicked Choccy's,False,1.7,0.485,0.30000000000000004,15.000000000000002,0.7500000000000001,0.5943627450980391,0.7500000000000001,0.5943627450980391,0.6721813725490196,0.6721813725490196,Medium,Medium
Lickable Wallpaper,Pacific,Same Day,Lot's O' Nuts,1,2,40.0,20.0,20.0,1.0,Lot's O' Nuts,False,0.9,0.49,0.09999999999999998,9.999999999999998,0.4999999999999999,0.6004901960784313,0.4999999999999999,0.6004901960784313,0.5502450980392156,0.5502450980392156,Medium,Medium
Lickable Wallpaper,Pacific,Same Day,Secret Factory,1,2,40.0,20.0,20.0,1.0,Secret Factory,False,0.8,0.48,0.19999999999999996,19.999999999999996,0.9999999999999998,0.588235294117647,0.9999999999999998,0.588235294117647,0.7941176470588234,0.7941176470588234,High,Low
Lickable Wallpaper,Pacific,Same Day,Sugar Shack,1,2,40.0,20.0,20.0,1.0,Sugar Shack,False,0.95,0.5,0.050000000000000044,5.000000000000004,0.2500000000000002,0.6127450980392156,0.2500000000000002,0.6127450980392156,0.4313725490196079,0.4313725490196079,Low,High
Lickable Wallpaper,Pacific,Same Day,The Other Factory,1,2,40.0,20.0,20.0,1.0,The Other Factory,False,1.05,0.51,-0.050000000000000044,-5.000000000000004,-0.2500000000000002,0.625,0.0,0.625,0.3125,0.3125,Low,High
Lickable Wallpaper,Pacific,Same Day,Wicked Choccy's,1,2,40.0,20.0,20.0,1.0,Wicked Choccy's,False,0.85,0.485,0.15000000000000002,15.000000000000002,0.7500000000000001,0.5943627450980391,0.7500000000000001,0.5943627450980391,0.6721813725490196,0.6721813725490196,Medium,Medium
Lickable Wallpaper,Pacific,Second Class,Lot's O' Nuts,6,30,600.0,300.0,300.0,3.0,Lot's O' Nuts,False,2.7,0.49,0.2999999999999998,9.999999999999993,0.49999999999999967,0.6004901960784313,0.49999999999999967,0.6004901960784313,0.5502450980392155,0.5502450980392155,Medium,Medium
Lickable Wallpaper,Pacific,Second Class,Secret Factory,6,30,600.0,300.0,300.0,3.0,Secret Factory,False,2.4000000000000004,0.48,0.5999999999999996,19.999999999999986,0.9999999999999993,0.588235294117647,0.9999999999999993,0.588235294117647,0.7941176470588232,0.7941176470588232,High,Low
Lickable Wallpaper,Pacific,Second Class,Sugar Shack,6,30,600.0,300.0,300.0,3.0,Sugar Shack,False,2.8499999999999996,0.5,0.15000000000000036,5.000000000000012,0.2500000000000006,0.6127450980392156,0.2500000000000006,0.6127450980392156,0.4313725490196081,0.4313725490196081,Low,High
Lickable Wallpaper,Pacific,Second Class,The Other Factory,6,30,600.0,300.0,300.0,3.0,The Other Factory,False,3.1500000000000004,0.51,-0.15000000000000036,-5.000000000000012,-0.2500000000000006,0.625,0.0,0.625,0.3125,0.3125,Low,High
Lickable Wallpaper,Pacific,Second Class,Wicked Choccy's,6,30,600.0,300.0,300.0,3.0,Wicked Choccy's,False,2.55,0.485,0.4500000000000002,15.000000000000005,0.7500000000000002,0.5943627450980391,0.7500000000000002,0.5943627450980391,0.6721813725490197,0.6721813725490197,Medium,Medium
Lickable Wallpaper,Pacific,Standard Class,Lot's O' Nuts,19,83,1660.0,830.0,830.0,5.0,Lot's O' Nuts,False,4.5,0.49,0.5,10.0,0.5,0.6004901960784313,0.5,0.6004901960784313,0.5502450980392157,0.5502450980392157,Medium,Medium
Lickable Wallpaper,Pacific,Standard Class,Secret Factory,19,83,1660.0,830.0,830.0,5.0,Secret Factory,False,4.0,0.48,1.0,20.0,1.0,0.588235294117647,1.0,0.588235294117647,0.7941176470588235,0.7941176470588235,High,Low
Lickable Wallpaper,Pacific,Standard Class,Sugar Shack,19,83,1660.0,830.0,830.0,5.0,Sugar Shack,False,4.75,0.5,0.25,5.0,0.25,0.6127450980392156,0.25,0.6127450980392156,0.4313725490196078,0.4313725490196078,Low,High
Lickable Wallpaper,Pacific,Standard Class,The Other Factory,19,83,1660.0,830.0,830.0,5.0,The Other Factory,False,5.25,0.51,-0.25,-5.0,-0.25,0.625,0.0,0.625,0.3125,0.3125,Low,High
Lickable Wallpaper,Pacific,Standard Class,Wicked Choccy's,19,83,1660.0,830.0,830.0,5.0,Wicked Choccy's,False,4.25,0.485,0.75,15.0,0.75,0.5943627450980391,0.75,0.5943627450980391,0.6721813725490196,0.6721813725490196,Medium,Medium
Nerds,Atlantic,Standard Class,Lot's O' Nuts,4,10,15.0,7.0,8.0,5.0,Lot's O' Nuts,False,4.5,0.4573333333333333,0.5,10.0,0.5,0.5604575163398692,0.5,0.5604575163398692,0.5302287581699345,0.5302287581699345,Medium,Medium
Nerds,Atlantic,Standard Class,Secret Factory,4,10,15.0,7.0,8.0,5.0,Secret Factory,False,4.0,0.448,1.0,20.0,1.0,0.5490196078431372,1.0,0.5490196078431372,0.7745098039215685,0.7745098039215685,High,Low
Nerds,Atlantic,Standard Class,Sugar Shack,4,10,15.0,7.0,8.0,5.0,Sugar Shack,False,4.75,0.4666666666666667,0.25,5.0,0.25,0.5718954248366013,0.25,0.5718954248366013,0.41094771241830064,0.41094771241830064,Low,High
Nerds,Atlantic,Standard Class,The Other Factory,4,10,15.0,7.0,8.0,5.0,The Other Factory,False,5.25,0.47600000000000003,-0.25,-5.0,-0.25,0.5833333333333334,0.0,0.5833333333333334,0.2916666666666667,0.2916666666666667,Low,High
Nerds,Atlantic,Standard Class,Wicked Choccy's,4,10,15.0,7.0,8.0,5.0,Wicked Choccy's,False,4.25,0.45266666666666666,0.75,15.0,0.75,0.5547385620915032,0.75,0.5547385620915032,0.6523692810457515,0.6523692810457515,Medium,Medium
SweeTARTS,Atlantic,Second Class,Lot's O' Nuts,1,5,7.5,3.5,4.0,3.0,Lot's O' Nuts,False,2.7,0.4573333333333333,0.2999999999999998,9.999999999999993,0.49999999999999967,0.5604575163398692,0.49999999999999967,0.5604575163398692,0.5302287581699344,0.5302287581699344,Medium,Medium
SweeTARTS,Atlantic,Second Class,Secret Factory,1,5,7.5,3.5,4.0,3.0,Secret Factory,False,2.4000000000000004,0.448,0.5999999999999996,19.999999999999986,0.9999999999999993,0.5490196078431372,0.9999999999999993,0.5490196078431372,0.7745098039215683,0.7745098039215683,High,Low
SweeTARTS,Atlantic,Second Class,Sugar Shack,1,5,7.5,3.5,4.0,3.0,Sugar Shack,False,2.8499999999999996,0.4666666666666667,0.15000000000000036,5.000000000000012,0.2500000000000006,0.5718954248366013,0.2500000000000006,0.5718954248366013,0.41094771241830097,0.41094771241830097,Low,High
SweeTARTS,Atlantic,Second Class,The Other Factory,1,5,7.5,3.5,4.0,3.0,The Other Factory,False,3.1500000000000004,0.47600000000000003,-0.15000000000000036,-5.000000000000012,-0.2500000000000006,0.5833333333333334,0.0,0.5833333333333334,0.2916666666666667,0.2916666666666667,Low,High
SweeTARTS,Atlantic,Second Class,Wicked Choccy's,1,5,7.5,3.5,4.0,3.0,Wicked Choccy's,False,2.55,0.45266666666666666,0.4500000000000002,15.000000000000005,0.7500000000000002,0.5547385620915032,0.7500000000000002,0.5547385620915032,0.6523692810457518,0.6523692810457518,Medium,Medium
SweeTARTS,Atlantic,Standard Class,Lot's O' Nuts,4,19,28.5,13.3,15.2,5.0,Lot's O' Nuts,False,4.5,0.4573333333333333,0.5,10.0,0.5,0.5604575163398692,0.5,0.5604575163398692,0.5302287581699345,0.5302287581699345,Medium,Medium
SweeTARTS,Atlantic,Standard Class,Secret Factory,4,19,28.5,13.3,15.2,5.0,Secret Factory,False,4.0,0.448,1.0,20.0,1.0,0.5490196078431372,1.0,0.5490196078431372,0.7745098039215685,0.7745098039215685,High,Low
SweeTARTS,Atlantic,Standard Class,Sugar Shack,4,19,28.5,13.3,15.2,5.0,Sugar Shack,False,4.75,0.4666666666666667,0.25,5.0,0.25,0.5718954248366013,0.25,0.5718954248366013,0.41094771241830064,0.41094771241830064,Low,High
SweeTARTS,Atlantic,Standard Class,The Other Factory,4,19,28.5,13.3,15.2,5.0,The Other Factory,False,5.25,0.47600000000000003,-0.25,-5.0,-0.25,0.5833333333333334,0.0,0.5833333333333334,0.2916666666666667,0.2916666666666667,Low,High
SweeTARTS,Atlantic,Standard Class,Wicked Choccy's,4,19,28.5,13.3,15.2,5.0,Wicked Choccy's,False,4.25,0.45266666666666666,0.75,15.0,0.75,0.5547385620915032,0.75,0.5547385620915032,0.6523692810457515,0.6523692810457515,Medium,Medium
SweeTARTS,Interior,Second Class,Lot's O' Nuts,1,2,3.0,1.4,1.6,3.0,Lot's O' Nuts,False,2.7,0.45733333333333326,0.2999999999999998,9.999999999999993,0.49999999999999967,0.5604575163398692,0.49999999999999967,0.5604575163398692,0.5302287581699344,0.5302287581699344,Medium,Medium
SweeTARTS,Interior,Second Class,Secret Factory,1,2,3.0,1.4,1.6,3.0,Secret Factory,False,2.4000000000000004,0.44799999999999995,0.5999999999999996,19.999999999999986,0.9999999999999993,0.5490196078431372,0.9999999999999993,0.5490196078431372,0.7745098039215683,0.7745098039215683,High,Low
SweeTARTS,Interior,Second Class,Sugar Shack,1,2,3.0,1.4,1.6,3.0,Sugar Shack,False,2.8499999999999996,0.4666666666666666,0.15000000000000036,5.000000000000012,0.2500000000000006,0.5718954248366012,0.2500000000000006,0.5718954248366012,0.41094771241830086,0.41094771241830086,Low,High
SweeTARTS,Interior,Second Class,The Other Factory,1,2,3.0,1.4,1.6,3.0,The Other Factory,False,3.1500000000000004,0.476,-0.15000000000000036,-5.000000000000012,-0.2500000000000006,0.5833333333333333,0.0,0.5833333333333333,0.29166666666666663,0.29166666666666663,Low,High
SweeTARTS,Interior,Second Class,Wicked Choccy's,1,2,3.0,1.4,1.6,3.0,Wicked Choccy's,False,2.55,0.4526666666666666,0.4500000000000002,15.000000000000005,0.7500000000000002,0.5547385620915032,0.7500000000000002,0.5547385620915032,0.6523692810457518,0.6523692810457518,Medium,Medium
SweeTARTS,Interior,Standard Class,Lot's O' Nuts,3,11,16.5,7.7,8.8,5.0,Lot's O' Nuts,False,4.5,0.4573333333333333,0.5,10.0,0.5,0.5604575163398692,0.5,0.5604575163398692,0.5302287581699345,0.5302287581699345,Medium,Medium
SweeTARTS,Interior,Standard Class,Secret Factory,3,11,16.5,7.7,8.8,5.0,Secret Factory,False,4.0,0.448,1.0,20.0,1.0,0.5490196078431372,1.0,0.5490196078431372,0.7745098039215685,0.7745098039215685,High,Low
SweeTARTS,Interior,Standard Class,Sugar Shack,3,11,16.5,7.7,8.8,5.0,Sugar Shack,False,4.75,0.4666666666666667,0.25,5.0,0.25,0.5718954248366013,0.25,0.5718954248366013,0.41094771241830064,0.41094771241830064,Low,High
SweeTARTS,Interior,Standard Class,The Other Factory,3,11,16.5,7.7,8.8,5.0,The Other Factory,False,5.25,0.47600000000000003,-0.25,-5.0,-0.25,0.5833333333333334,0.0,0.5833333333333334,0.2916666666666667,0.2916666666666667,Low,High
SweeTARTS,Interior,Standard Class,Wicked Choccy's,3,11,16.5,7.7,8.8,5.0,Wicked Choccy's,False,4.25,0.45266666666666666,0.75,15.0,0.75,0.5547385620915032,0.75,0.5547385620915032,0.6523692810457515,0.6523692810457515,Medium,Medium
SweeTARTS,Pacific,Second Class,Lot's O' Nuts,1,4,6.0,2.8,3.2,3.0,Lot's O' Nuts,False,2.7,0.45733333333333326,0.2999999999999998,9.999999999999993,0.49999999999999967,0.5604575163398692,0.49999999999999967,0.5604575163398692,0.5302287581699344,0.5302287581699344,Medium,Medium
SweeTARTS,Pacific,Second Class,Secret Factory,1,4,6.0,2.8,3.2,3.0,Secret Factory,False,2.4000000000000004,0.44799999999999995,0.5999999999999996,19.999999999999986,0.9999999999999993,0.5490196078431372,0.9999999999999993,0.5490196078431372,0.7745098039215683,0.7745098039215683,High,Low
SweeTARTS,Pacific,Second Class,Sugar Shack,1,4,6.0,2.8,3.2,3.0,Sugar Shack,False,2.8499999999999996,0.4666666666666666,0.15000000000000036,5.000000000000012,0.2500000000000006,0.5718954248366012,0.2500000000000006,0.5718954248366012,0.41094771241830086,0.41094771241830086,Low,High
SweeTARTS,Pacific,Second Class,The Other Factory,1,4,6.0,2.8,3.2,3.0,The Other Factory,False,3.1500000000000004,0.476,-0.15000000000000036,-5.000000000000012,-0.2500000000000006,0.5833333333333333,0.0,0.5833333333333333,0.29166666666666663,0.29166666666666663,Low,High
SweeTARTS,Pacific,Second Class,Wicked Choccy's,1,4,6.0,2.8,3.2,3.0,Wicked Choccy's,False,2.55,0.4526666666666666,0.4500000000000002,15.000000000000005,0.7500000000000002,0.5547385620915032,0.7500000000000002,0.5547385620915032,0.6523692810457518,0.6523692810457518,Medium,Medium
